date,latitude,longitude,pricetype,currency,price,usdprice,year,month,day_of_week,day_of_year,month_sin,month_cos,is_holiday_season,location_cluster,markets_in_region,price_to_usd_ratio,rolling_avg_price,price_volatility,admin1_encoded,admin2_encoded,market_encoded,category_encoded,commodity_encoded,unit_encoded,priceflag_encoded,price_category_encoded
2018-02-15,-0.28296,36.0744,Wholesale,KES,1.78686536457049,2.0194650027876584,2018,2,3,46,0.8660254037844386,0.5000000000000001,0,2,6,-0.2752501725918632,4867.0,3108.3542599393118,6,15,53,6,3,8,0,3
2018-02-15,0.516667,35.283333,Wholesale,KES,-0.6261748737426737,-0.655052920352984,2018,2,3,46,0.8660254037844386,0.5000000000000001,0,43,6,-0.27674621623315593,30.346666666666653,16.51805859443091,6,19,4,0,18,11,0,4
2018-02-15,0.516667,35.283333,Wholesale,KES,0.1761360285531992,0.23419505720319683,2018,2,3,46,0.8660254037844386,0.5000000000000001,0,43,6,-0.2752526586847483,1657.7766666666666,1360.3237698452122,6,19,4,0,19,8,0,0
2018-02-15,0.516667,35.283333,Wholesale,KES,1.6253438723246698,1.840441298499754,2018,2,3,46,0.8660254037844386,0.5000000000000001,0,43,6,-0.2752512701270757,5925.333333333333,1920.7390539920304,6,19,4,0,40,8,0,3
2018-02-15,0.516667,35.283333,Wholesale,KES,1.94838685681631,2.1984924249627587,2018,2,3,46,0.8660254037844386,0.5000000000000001,0,43,6,-0.2752564148175979,4997.0,3108.3542599393118,6,19,4,6,3,8,0,3
2018-03-15,-3.6301,39.85113,Retail,KES,-0.6199731214466518,-0.6481785469265772,2018,3,3,74,1.0,6.123233995736766e-17,0,26,4,-0.27635060906363346,1653.61,1360.3237698452122,1,4,30,0,19,11,0,1
2018-03-15,-3.6301,39.85113,Retail,KES,-0.6007857141802838,-0.6269085142751588,2018,3,3,74,1.0,6.123233995736766e-17,0,26,4,-0.2762412376418098,4994.84,3108.3542599393118,1,4,30,6,3,11,0,2
2018-03-15,-4.05,39.666667,Wholesale,KES,-0.6261715087115852,-0.6550492024657875,2018,3,3,74,1.0,6.123233995736766e-17,0,32,4,-0.2767396762600932,28.36999999999999,16.51805859443091,1,13,49,0,18,11,0,4
2018-03-15,-1.5039143,40.0274159,Retail,KES,-0.6164398388037745,-0.6442636117086181,2018,3,3,74,1.0,6.123233995736766e-17,0,20,4,-0.27583876760378145,839.61,1360.3237698452122,1,17,9,0,19,11,0,1
2018-03-15,-1.366667,38.016667,Retail,KES,-0.6245159134160655,-0.653216284077892,2018,3,3,74,1.0,6.123233995736766e-17,0,19,6,-0.27561440132419995,46.5,1360.3237698452122,2,6,34,0,19,11,0,4
2018-03-15,-1.366667,38.016667,Wholesale,KES,0.6539704431137502,0.7639977005976691,2018,3,3,74,1.0,6.123233995736766e-17,0,19,6,-0.27598669922421004,2631.11,1087.911292758586,2,6,34,0,33,5,0,3
2018-03-15,2.333333,37.983333,Retail,KES,-0.6184588574568473,-0.6465017798009367,2018,3,3,74,1.0,6.123233995736766e-17,0,48,6,-0.2758020935871227,48.0,1360.3237698452122,2,11,45,0,19,11,0,1
2018-03-15,-1.283333,36.816667,Retail,KES,-0.6208143792187655,-0.6491117366129093,2018,3,3,74,1.0,6.123233995736766e-17,0,12,1,-0.27615658877473553,44.666666666666664,7.4457874418311745,3,14,52,0,8,4,0,4
2018-03-15,-1.283333,36.816667,Wholesale,KES,-0.6248625116181763,-0.6535992264591359,2018,3,3,74,1.0,6.123233995736766e-17,0,12,1,-0.2761733608550895,30.373333333333324,16.51805859443091,3,14,52,0,18,11,0,4
2018-03-15,-1.283333,36.816667,Retail,KES,-0.6098948533367303,-0.6370062959009677,2018,3,3,74,1.0,6.123233995736766e-17,0,12,1,-0.2762874819373364,72.58666666666666,19.937070318187192,3,14,52,4,15,12,0,1
2018-03-15,-1.283333,36.816667,Retail,KES,-0.5997963950402782,-0.6258154554393754,2018,3,3,74,1.0,6.123233995736766e-17,0,12,1,-0.27573459383654,103.19333333333333,9.346419361006374,3,14,52,4,16,12,0,2
2018-03-15,-1.283333,36.816667,Wholesale,KES,1.8171506443665812,2.0533870055689105,2018,3,3,74,1.0,6.123233995736766e-17,0,12,1,-0.2759745327068991,5024.84,3108.3542599393118,3,14,52,6,3,8,0,3
2018-03-15,-0.4564,39.64603,Retail,KES,-0.6140843170418563,-0.6416536548966455,2018,3,3,74,1.0,6.123233995736766e-17,0,5,3,-0.2755893747297182,50.333333333333336,1360.3237698452122,4,1,6,0,19,11,0,1
2018-03-15,-0.1,34.75,Wholesale,KES,-0.6236813857061287,-0.6522905301659531,2018,3,3,74,1.0,6.123233995736766e-17,0,1,1,-0.27591404432964967,32.84333333333333,16.51805859443091,5,5,31,0,18,11,0,4
2018-03-15,-0.1,34.75,Wholesale,KES,0.5754541727268394,0.6769582434394178,2018,3,3,74,1.0,6.123233995736766e-17,0,1,1,-0.2759722569304437,1239.0,1360.3237698452122,5,5,31,0,19,8,0,0
2018-03-15,-0.1,34.75,Wholesale,KES,-0.1118534270900095,-0.08492607242481386,2018,3,3,74,1.0,6.123233995736766e-17,0,1,1,-0.27597314459307115,2643.61,1087.911292758586,5,5,31,0,33,5,0,0
2018-03-15,-0.1,34.75,Wholesale,KES,0.7672609447687507,0.8895767764352781,2018,3,3,74,1.0,6.123233995736766e-17,0,1,1,-0.27597093075769163,4963.333333333333,1920.7390539920304,5,5,31,0,40,8,0,3
2018-03-15,-1.84153,36.7913,Retail,KES,-0.6039892237764926,-0.6304628144350533,2018,3,3,74,1.0,6.123233995736766e-17,0,23,6,-0.27576850748341636,2496.5066666666667,3108.3542599393118,6,3,16,6,3,11,0,2
2018-03-15,-0.28296,36.0744,Wholesale,KES,-0.6269488308930181,-0.6559117522953852,2018,3,3,74,1.0,6.123233995736766e-17,0,2,6,-0.27631495151508056,32.07333333333332,16.51805859443091,6,15,53,0,18,11,0,4
2018-03-15,-0.28296,36.0744,Wholesale,KES,0.20530075299683512,0.26664105876742134,2018,3,3,74,1.0,6.123233995736766e-17,0,2,6,-0.2759722569304437,2055.0,1360.3237698452122,6,15,53,0,19,8,0,0
2018-03-15,-0.28296,36.0744,Wholesale,KES,0.23558603279292636,0.3002135801521981,2018,3,3,74,1.0,6.123233995736766e-17,0,2,6,-0.27597866248952024,2660.2766666666666,1087.911292758586,6,15,53,0,33,5,0,0
2018-03-15,-0.28296,36.0744,Wholesale,KES,0.400472556127201,0.48299235050861017,2018,3,3,74,1.0,6.123233995736766e-17,0,2,6,-0.27598302990768425,4656.666666666667,1920.7390539920304,6,15,53,0,40,8,0,0
2018-03-15,3.116667,35.6,Retail,KES,-0.606916800823448,-0.6337085299576346,2018,3,3,74,1.0,6.123233995736766e-17,0,49,6,-0.27566529480318486,2062.1,1360.3237698452122,6,18,37,0,19,11,0,1
2018-03-15,0.516667,35.283333,Wholesale,KES,-0.6260301774058701,-0.6548967690907291,2018,3,3,74,1.0,6.123233995736766e-17,0,43,6,-0.2745940664751599,30.916666666666657,16.51805859443091,6,19,4,0,18,11,0,4
2018-03-15,0.516667,35.283333,Wholesale,KES,0.1304288112787206,0.18364666287900788,2018,3,3,74,1.0,6.123233995736766e-17,0,43,6,-0.27598257659993514,1621.2666666666667,1360.3237698452122,6,19,4,0,19,8,0,0
2018-03-15,0.516667,35.283333,Wholesale,KES,0.04546177629524233,0.08945770864180559,2018,3,3,74,1.0,6.123233995736766e-17,0,43,6,-0.2759654295898765,2057.5,1087.911292758586,6,19,4,0,33,5,0,0
2018-03-15,0.516667,35.283333,Wholesale,KES,-0.6096290158807424,-0.6367125828124408,2018,3,3,74,1.0,6.123233995736766e-17,0,43,6,-0.27610004656651843,80.00666666666667,14.759302170531353,6,19,4,6,1,11,0,1
2018-03-15,0.516667,35.283333,Wholesale,KES,2.0897181625314025,2.3555322622575083,2018,3,3,74,1.0,6.123233995736766e-17,0,43,6,-0.2759790842542076,5161.666666666667,3108.3542599393118,6,19,4,6,3,8,0,3
2018-04-15,-3.6301,39.85113,Retail,KES,-0.6207134282861119,-0.649156351259268,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,26,4,-0.2242846376234967,803.0333333333334,1360.3237698452122,1,4,30,0,19,11,0,4
2018-04-15,-3.6301,39.85113,Retail,KES,-0.6019029045016506,-0.6284997699952789,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,26,4,-0.223904886208734,2765.4,3108.3542599393118,1,4,30,6,3,11,0,2
2018-04-15,-4.05,39.666667,Wholesale,KES,-0.6264104259188654,-0.6554135554110485,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,32,4,-0.22410446514917537,28.213333333333324,16.51805859443091,1,13,49,0,18,11,0,4
2018-04-15,-4.05,39.666667,Wholesale,KES,0.21371333071797158,0.2672322028316716,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,32,4,-0.22403846149098725,1615.9333333333334,1360.3237698452122,1,13,49,0,19,8,0,0
2018-04-15,-4.05,39.666667,Wholesale,KES,-0.614363614622198,-0.6421853127657511,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,32,4,-0.22362349838424203,78.63666666666668,14.759302170531353,1,13,49,6,1,11,0,1
2018-04-15,-4.05,39.666667,Wholesale,KES,1.2905232790234387,1.449810326533449,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,32,4,-0.22403125101753416,4642.066666666667,3108.3542599393118,1,13,49,6,3,8,0,3
2018-04-15,-1.366667,38.016667,Wholesale,KES,1.0465585251104812,1.1818807857146292,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,19,6,-0.22402697003373429,3205.0,1087.911292758586,2,6,34,0,33,5,0,3
2018-04-15,-1.366667,38.016667,Retail,KES,-0.6093732735180198,-0.6367014291508513,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,19,6,-0.22434603145512122,1968.3999999999999,3108.3542599393118,2,6,34,6,3,11,0,1
2018-04-15,-1.283333,36.816667,Retail,KES,-0.621150882327611,-0.6496359587076218,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,12,1,-0.22457291935525997,44.333333333333336,7.4457874418311745,3,14,52,0,8,4,0,4
2018-04-15,-1.283333,36.816667,Wholesale,KES,0.30625168565047267,0.36885693146195847,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,12,1,-0.22402053097188465,1790.1000000000001,1360.3237698452122,3,14,52,0,19,8,0,0
2018-04-15,-1.283333,36.816667,Wholesale,KES,0.07995334495190183,0.12033104392189277,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,12,1,-0.22402105116691404,3050.8333333333335,1087.911292758586,3,14,52,0,33,5,0,0
2018-04-15,-1.283333,36.816667,Retail,KES,-0.6208143792187655,-0.6492678878751642,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,12,1,-0.22406077486552528,46.583333333333336,10.174312975228663,3,14,52,2,28,6,0,4
2018-04-15,-1.283333,36.816667,Retail,KES,-0.6030268248851945,-0.6297341085445309,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,12,1,-0.22389726245690553,93.89333333333332,11.254151307256514,3,14,52,4,14,12,0,2
2018-04-15,-1.283333,36.816667,Retail,KES,-0.6101405006061875,-0.6375453895444664,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,12,1,-0.2240842746819229,76.97333333333331,19.937070318187192,3,14,52,4,15,12,0,1
2018-04-15,-1.283333,36.816667,Retail,KES,-0.6000083919988508,-0.6264177531652152,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,12,1,-0.22411245858334647,107.40333333333335,9.346419361006374,3,14,52,4,16,12,0,2
2018-04-15,-1.283333,36.816667,Retail,KES,-0.5724689775709384,-0.5961727408213437,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,12,1,-0.2241210958956547,185.28,45.94929996715589,3,14,52,5,30,12,0,2
2018-04-15,-0.4564,39.64603,Retail,KES,-0.6090367704091744,-0.6363333583183934,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,5,3,-0.22406077486552609,1801.6666666666667,1360.3237698452122,4,1,6,0,19,11,0,1
2018-04-15,3.936804,41.858383,Retail,KES,-0.6147573232595472,-0.64261658768055,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,61,3,-0.2238819086887373,981.0,1360.3237698452122,4,10,42,0,19,11,0,1
2018-04-15,-0.1,34.75,Wholesale,KES,-0.6233987230946986,-0.6521083536933224,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,1,1,-0.22314274240472584,31.72999999999999,16.51805859443091,5,5,31,0,18,11,0,4
2018-04-15,-0.1,34.75,Wholesale,KES,0.555263986196112,0.6423298420908228,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,1,1,-0.22402894358503717,1227.6666666666667,1360.3237698452122,5,5,31,0,19,8,0,0
2018-04-15,-0.1,34.75,Wholesale,KES,2.3252703387232234,2.586193701818189,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,1,1,-0.2240287627244556,4868.0,3108.3542599393118,5,5,31,6,3,8,0,3
2018-04-15,0.4647,35.96007,Retail,KES,-0.6214873854364563,-0.6500077474272761,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,41,6,-0.22379871122513054,1215.3333333333333,1360.3237698452122,6,0,43,0,19,11,0,4
2018-04-15,0.4647,35.96007,Retail,KES,-0.5979321678172743,-0.6241386883137348,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,41,6,-0.22396105442401495,2997.3333333333335,3108.3542599393118,6,0,43,6,3,11,0,2
2018-04-15,-1.84153,36.7913,Retail,KES,-0.6023067082322653,-0.6289421985716674,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,23,6,-0.22406077486552528,3004.3333333333335,3108.3542599393118,6,3,16,6,3,11,0,2
2018-04-15,-0.28296,36.0744,Wholesale,KES,-0.6277833586029549,-0.6569230176128448,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,2,6,-0.22307248663107165,29.993333333333325,16.51805859443091,6,15,53,0,18,11,0,4
2018-04-15,-0.28296,36.0744,Wholesale,KES,0.20530075299683512,0.25799325314826405,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,2,6,-0.2240382383563437,2027.6666666666667,1360.3237698452122,6,15,53,0,19,8,0,0
2018-04-15,-0.28296,36.0744,Wholesale,KES,0.4072026183041102,0.47972432766284945,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,2,6,-0.2240244255675146,3450.0,1920.7390539920304,6,15,53,0,40,8,0,0
2018-04-15,-0.28296,36.0744,Wholesale,KES,-0.6189434219335848,-0.6472118962554763,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,2,6,-0.22443516817997106,64.32333333333335,14.759302170531353,6,15,53,6,1,11,0,1
2018-04-15,3.116667,35.6,Retail,KES,-0.6073542548649471,-0.634485568381712,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,49,6,-0.22406077486552528,876.0,1360.3237698452122,6,18,37,0,19,11,0,1
2018-04-15,0.516667,35.283333,Wholesale,KES,-0.6261647786494082,-0.6551421496457009,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,43,6,-0.22495124773030634,30.23666666666666,16.51805859443091,6,19,4,0,18,11,0,4
2018-04-15,0.516667,35.283333,Wholesale,KES,0.15987283330269822,0.208102924857863,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,43,6,-0.2240369519116574,1650.0,1360.3237698452122,6,19,4,0,19,8,0,0
2018-04-15,0.516667,35.283333,Wholesale,KES,1.4840125666095774,1.6623061692518233,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,43,6,-0.2240339456673628,4160.0,1920.7390539920304,6,19,4,0,40,8,0,3
2018-04-15,0.516667,35.283333,Wholesale,KES,-0.6111567399949007,-0.638660755703429,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,43,6,-0.2242289520425599,62.810000000000024,14.759302170531353,6,19,4,6,1,11,0,1
2018-04-15,0.516667,35.283333,Wholesale,KES,2.0897181625314025,2.3275068285699727,2018,4,6,105,0.8660254037844387,-0.4999999999999998,0,43,6,-0.22403295198842002,2771.0,3108.3542599393118,6,19,4,6,3,8,0,3
2018-05-15,-3.6301,39.85113,Retail,KES,-0.6212518332602646,-0.6494426285734016,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,26,4,-0.3280952677730337,831.2333333333332,1360.3237698452122,1,4,30,0,19,11,0,4
2018-05-15,-3.6301,39.85113,Retail,KES,-0.602474959786688,-0.6284291301385446,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,26,4,-0.328364834114042,2766.5,3108.3542599393118,1,4,30,6,3,11,0,2
2018-05-15,-4.05,39.666667,Wholesale,KES,-0.6264508062919268,-0.6552611220359903,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,32,4,-0.3277084102195838,27.213333333333324,16.51805859443091,1,13,49,0,18,11,0,4
2018-05-15,-4.05,39.666667,Wholesale,KES,-0.6139598108915835,-0.6412818661769913,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,32,4,-0.32828674768133315,63.210000000000015,14.759302170531353,1,13,49,6,1,11,0,1
2018-05-15,-4.05,39.666667,Wholesale,KES,1.3063389251391753,1.5077387269427744,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,32,4,-0.3285313523086603,4657.166666666667,3108.3542599393118,1,13,49,6,3,8,0,3
2018-05-15,-1.366667,38.016667,Wholesale,KES,1.665724245386125,1.9099286102031292,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,19,6,-0.32852986804771106,5413.333333333333,1920.7390539920304,2,6,34,0,40,8,0,3
2018-05-15,-1.366667,38.016667,Retail,KES,-0.6113922921710926,-0.6384079393740641,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,19,6,-0.3284320677170359,1981.5,3108.3542599393118,2,6,34,6,3,11,0,1
2018-05-15,-1.283333,36.816667,Wholesale,KES,0.7484167706734051,0.8833641869298557,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,12,1,-0.32853125634042646,5751.333333333333,1920.7390539920304,3,14,52,0,40,8,0,3
2018-05-15,-1.283333,36.816667,Retail,KES,-0.6208143792187655,-0.648951867463458,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,12,1,-0.32849813765521396,45.583333333333336,10.174312975228663,3,14,52,2,28,6,0,4
2018-05-15,-1.283333,36.816667,Retail,KES,-0.602764352460295,-0.6287525863246438,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,12,1,-0.3284233265934575,97.82,11.254151307256514,3,14,52,4,14,12,0,2
2018-05-15,-1.283333,36.816667,Retail,KES,-0.5998939809418433,-0.6255403317868312,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,12,1,-0.32843220643042975,107.15333333333332,9.346419361006374,3,14,52,4,16,12,0,2
2018-05-15,-1.283333,36.816667,Wholesale,KES,-0.6160326700420715,-0.6435981099004372,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,12,1,-0.32912568938109366,66.09333333333335,14.759302170531353,3,14,52,6,1,11,0,1
2018-05-15,-1.283333,36.816667,Wholesale,KES,1.78686536457049,2.045497648937847,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,12,1,-0.3285282815367881,4348.333333333333,3108.3542599393118,3,14,52,6,3,8,0,3
2018-05-15,3.936804,41.858383,Retail,KES,-0.6137478139330108,-0.6410439213964125,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,61,3,-0.3284433297506268,824.9,1360.3237698452122,4,10,42,0,19,11,0,1
2018-05-15,-0.1,34.75,Wholesale,KES,-0.6246976250948421,-0.653298077596216,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,1,1,-0.3282934460073834,30.269999999999992,16.51805859443091,5,5,31,0,18,11,0,4
2018-05-15,-0.1,34.75,Wholesale,KES,0.44085292918865604,0.5391659081611674,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,1,1,-0.32852451356967455,1103.2333333333333,1360.3237698452122,5,5,31,0,19,8,0,0
2018-05-15,-0.1,34.75,Wholesale,KES,-0.12514529988940512,-0.09424681562654537,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,1,1,-0.32851481810485345,2881.8333333333335,1087.911292758586,5,5,31,0,33,5,0,0
2018-05-15,-0.1,34.75,Wholesale,KES,-0.6136704182179764,-0.6409546921036956,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,1,1,-0.3290198627775078,63.60333333333335,14.759302170531353,5,5,31,6,1,11,0,1
2018-05-15,-0.1,34.75,Wholesale,KES,2.0695279760006753,2.361826645281255,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,1,1,-0.3285273817242156,5104.333333333333,3108.3542599393118,5,5,31,6,3,8,0,3
2018-05-15,0.4647,35.96007,Retail,KES,-0.621150882327611,-0.6493273740703088,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,41,6,-0.32885436239144333,1103.3333333333333,1360.3237698452122,6,0,43,0,19,11,0,4
2018-05-15,-0.28296,36.0744,Wholesale,KES,-0.6280290058724121,-0.6570271184543478,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,2,6,-0.3276545890272667,28.42333333333332,16.51805859443091,6,15,53,0,18,11,0,4
2018-05-15,-0.28296,36.0744,Wholesale,KES,0.17198694522113472,0.23827729734500028,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,2,6,-0.32852927335401166,1881.6666666666667,1360.3237698452122,6,15,53,0,19,8,0,0
2018-05-15,-0.28296,36.0744,Wholesale,KES,0.242652598078681,0.3173604759026512,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,2,6,-0.32853369608638133,2085.5,1087.911292758586,6,15,53,0,33,5,0,0
2018-05-15,-0.28296,36.0744,Wholesale,KES,0.4879633644270202,0.5918892664953337,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,2,6,-0.3285324330634336,4764.666666666667,1920.7390539920304,6,15,53,0,40,8,0,0
2018-05-15,-0.28296,36.0744,Wholesale,KES,-0.6178262316122177,-0.64560576898657,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,2,6,-0.3290566520939817,59.77333333333336,14.759302170531353,6,15,53,6,1,11,0,1
2018-05-15,-0.28296,36.0744,Wholesale,KES,1.776770271305126,2.0341989897475554,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,2,6,-0.3285258851733643,7470.0,3108.3542599393118,6,15,53,6,3,8,0,3
2018-05-15,3.116667,35.6,Retail,KES,-0.6076907579737926,-0.6342662130371161,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,49,6,-0.3283258805596974,843.0,1360.3237698452122,6,18,37,0,19,11,0,1
2018-05-15,0.516667,35.283333,Wholesale,KES,-0.6261984289602928,-0.6549785626090531,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,43,6,-0.3277912208107275,28.67333333333332,16.51805859443091,6,19,4,0,18,11,0,4
2018-05-15,0.516667,35.283333,Wholesale,KES,0.15415228045232543,0.21831967887396128,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,43,6,-0.3285371654456129,1611.0,1360.3237698452122,6,19,4,0,19,8,0,0
2018-05-15,0.516667,35.283333,Wholesale,KES,-0.03664498226304953,0.004793981402144607,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,43,6,-0.32851303192213693,1970.0,1087.911292758586,6,19,4,0,33,5,0,0
2018-05-15,0.516667,35.283333,Wholesale,KES,1.453727286813486,1.6726790745301765,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,43,6,-0.32852434974490075,4554.666666666667,1920.7390539920304,6,19,4,0,40,8,0,3
2018-05-15,0.516667,35.283333,Wholesale,KES,-0.611106264528574,-0.6380882010751614,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,43,6,-0.32836261876083167,64.65333333333335,14.759302170531353,6,19,4,6,1,11,0,1
2018-05-15,0.516667,35.283333,Wholesale,KES,1.9140635397140733,2.1878443960318616,2018,5,1,135,0.49999999999999994,-0.8660254037844387,0,43,6,-0.32852534592389965,7596.0,3108.3542599393118,6,19,4,6,3,8,0,3
2018-06-15,-3.6301,39.85113,Retail,KES,-0.6216556369908791,-0.6500040295400795,2018,6,4,166,1.2246467991473532e-16,-1.0,0,26,4,-0.29021636545257146,824.8333333333334,1360.3237698452122,1,4,30,0,19,11,0,4
2018-06-15,-3.6301,39.85113,Retail,KES,-0.6020375057451889,-0.6282023390195556,2018,6,4,166,1.2246467991473532e-16,-1.0,0,26,4,-0.2900558279704947,4949.599999999999,3108.3542599393118,1,4,30,6,3,11,0,2
2018-06-15,-4.05,39.666667,Wholesale,KES,-0.6259224964110395,-0.6547480536028675,2018,6,4,166,1.2246467991473532e-16,-1.0,0,32,4,-0.2892177163239828,27.45999999999999,16.51805859443091,1,13,49,0,18,11,0,4
2018-06-15,-4.05,39.666667,Wholesale,KES,0.9006003016487637,1.0416866953074126,2018,6,4,166,1.2246467991473532e-16,-1.0,0,32,4,-0.28995092485665974,4081.683333333333,3108.3542599393118,1,13,49,6,3,8,0,3
2018-06-15,-1.5039143,40.0274159,Retail,KES,-0.61677634191262,-0.6445833500075209,2018,6,4,166,1.2246467991473532e-16,-1.0,0,20,4,-0.2897053169342735,815.8333333333334,1360.3237698452122,1,17,9,0,19,11,0,1
2018-06-15,-1.366667,38.016667,Retail,KES,-0.6255254227426018,-0.6543056250264788,2018,6,4,166,1.2246467991473532e-16,-1.0,0,19,6,-0.2897987414549375,43.5,1360.3237698452122,2,6,34,0,19,11,0,4
2018-06-15,-1.366667,38.016667,Wholesale,KES,1.2568729681388928,1.4376156565287905,2018,6,4,166,1.2246467991473532e-16,-1.0,0,19,6,-0.2899539935757585,5058.333333333333,1920.7390539920304,2,6,34,0,40,8,0,3
2018-06-15,-1.366667,38.016667,Retail,KES,-0.6110557890622471,-0.6382257629014336,2018,6,4,166,1.2246467991473532e-16,-1.0,0,19,6,-0.28982272832299916,1580.3500000000001,3108.3542599393118,2,6,34,6,3,11,0,1
2018-06-15,2.333333,37.983333,Retail,KES,-0.6208143792187655,-0.6490708398537474,2018,6,4,166,1.2246467991473532e-16,-1.0,0,48,6,-0.2896409559852163,44.333333333333336,1360.3237698452122,2,11,45,0,19,11,0,4
2018-06-15,-1.283333,36.816667,Wholesale,KES,0.25998250818422214,0.3297633475903163,2018,6,4,166,1.2246467991473532e-16,-1.0,0,12,1,-0.28994407391371985,912.8333333333334,1360.3237698452122,3,14,52,0,19,8,0,0
2018-06-15,-1.283333,36.816667,Retail,KES,-0.621150882327611,-0.6494426285734016,2018,6,4,166,1.2246467991473532e-16,-1.0,0,12,1,-0.29036346798585455,44.666666666666664,10.174312975228663,3,14,52,2,28,6,0,4
2018-06-15,-1.283333,36.816667,Retail,KES,-0.6076099972276696,-0.634396339088995,2018,6,4,166,1.2246467991473532e-16,-1.0,0,12,1,-0.28985521163245315,79.46999999999998,19.937070318187192,3,14,52,4,15,12,0,1
2018-06-15,-1.283333,36.816667,Retail,KES,-0.5993421158433367,-0.625209439826339,2018,6,4,166,1.2246467991473532e-16,-1.0,0,12,1,-0.2897077124742029,107.60333333333334,9.346419361006374,3,14,52,4,16,12,0,2
2018-06-15,-1.283333,36.816667,Retail,KES,-0.571533498928348,-0.594302643561483,2018,6,4,166,1.2246467991473532e-16,-1.0,0,12,1,-0.29003886386797184,188.26333333333332,45.94929996715589,3,14,52,5,30,12,0,2
2018-06-15,-1.283333,36.816667,Wholesale,KES,-0.617546934031876,-0.6454384640627255,2018,6,4,166,1.2246467991473532e-16,-1.0,0,12,1,-0.29003298047908727,60.81333333333336,14.759302170531353,3,14,52,6,1,11,0,1
2018-06-15,-0.4564,39.64603,Retail,KES,-0.6157668325860836,-0.6434605480741651,2018,6,4,166,1.2246467991473532e-16,-1.0,0,5,3,-0.28994665716246687,922.5,1360.3237698452122,4,1,6,0,19,11,0,1
